item_id,order_id,product_id,quantity,price_at_purchase
135,57,52,3,449.42
136,57,22,2,44.01
137,58,51,3,374.77
138,59,83,2,408.93
139,60,7,2,113.23
140,60,49,2,74.12
141,61,98,2,40.14
142,61,36,2,89.71
143,61,33,1,336.74
144,62,45,1,438.8
145,63,97,1,296.28
146,64,80,1,123.53
147,65,73,1,306.44
148,66,22,3,44.01
149,66,78,3,60.37
150,66,92,1,326.69
151,67,14,3,350.58
152,67,4,2,339.97
153,67,74,3,190.09
154,68,92,1,326.69
155,68,10,3,352.16
156,68,89,3,378.86
157,68,32,1,188.24
158,69,73,1,306.44
159,70,9,3,103.42
160,70,83,2,408.93
161,70,2,2,141.14
162,71,47,3,200.84
163,71,59,3,193.9
164,71,20,2,366.22
165,71,23,3,415.56
166,72,79,3,439.97
167,72,100,2,453.18
168,72,60,2,266.91
169,73,42,1,403.5
170,73,12,2,142.7
171,73,58,1,300.22
172,74,44,1,457.0
173,74,64,2,376.68
174,74,24,2,443.3
175,74,28,2,492.68
176,75,77,3,165.46
177,75,36,3,89.71
178,75,2,3,141.14
179,76,93,2,450.31
180,76,63,3,342.45
181,77,83,3,408.93
182,77,63,2,342.45
183,77,3,1,74.07
184,77,38,1,192.83
185,78,85,3,331.58
186,78,48,2,232.13
187,78,71,3,435.91
188,79,46,3,110.25
189,79,59,2,193.9
190,79,40,2,343.88
191,80,41,1,118.38
192,80,96,3,296.21
193,81,25,1,290.79
194,81,95,2,36.69
195,82,13,1,380.61
196,82,38,1,192.83
197,82,47,1,200.84
198,83,36,1,89.71
199,83,7,3,113.23
200,84,82,2,47.4
201,84,14,1,350.58
202,85,57,2,397.08
203,85,24,1,443.3
204,85,33,2,336.74
205,85,15,1,142.55
206,86,20,1,366.22
207,87,11,1,114.12
208,87,16,3,478.82
209,87,98,2,40.14
210,88,100,3,453.18
211,88,49,2,74.12
212,89,40,3,343.88
213,89,80,1,123.53
214,89,79,3,439.97
215,89,13,1,380.61
216,90,21,1,66.79
217,91,1,2,60.11
218,91,58,3,300.22
219,92,30,2,142.6
220,93,10,3,352.16
221,93,30,2,142.6
222,93,81,3,439.61
223,93,85,1,331.58
224,94,83,1,408.93
225,94,35,1,40.34
226,95,77,3,165.46
227,95,73,2,306.44
228,95,57,1,397.08
229,96,35,3,40.34
230,96,70,2,256.3
231,96,57,1,397.08
232,96,77,1,165.46
233,97,78,2,60.37
234,97,4,1,339.97
235,97,30,3,142.6
236,98,98,3,40.14
237,99,98,1,40.14
238,100,36,1,89.71
239,100,75,2,271.99
240,100,82,2,47.4
241,100,12,2,142.7
242,101,86,1,86.74
243,101,21,2,66.79
244,101,53,3,184.19
245,102,98,3,40.14
246,102,5,2,48.03
247,102,12,2,142.7
248,102,33,2,336.74
249,103,66,1,220.21
250,103,85,3,331.58
251,103,60,2,266.91
252,103,7,1,113.23
253,104,81,2,439.61
254,104,98,1,40.14
255,104,27,2,117.81
256,104,71,1,435.91
257,105,16,1,478.82
258,105,81,3,439.61
259,105,31,3,417.88
260,105,21,2,66.79
261,106,12,1,142.7
262,106,15,2,142.55
263,106,16,3,478.82
264,106,20,2,366.22
265,107,54,2,257.22
266,107,61,1,431.09
267,107,59,3,193.9
268,108,9,2,103.42
269,108,99,2,34.14
270,109,1,2,60.11
271,109,93,2,450.31
272,109,76,3,459.65
273,110,58,3,300.22
274,110,62,2,341.74
275,111,59,2,193.9
276,111,25,3,290.79
277,111,31,3,417.88
278,111,50,1,282.88
279,112,41,3,118.38
280,113,50,3,282.88
281,113,84,1,384.09
282,113,64,1,376.68
283,113,17,3,55.59
284,114,57,1,397.08
285,115,93,1,450.31
286,116,10,2,352.16
287,116,34,2,468.64
288,117,43,3,137.53
289,118,81,3,439.61
290,118,98,2,40.14
291,118,70,1,256.3
292,119,30,3,142.6
293,119,12,2,142.7
294,119,13,3,380.61
295,120,22,3,44.01
296,120,39,1,345.64
297,120,6,2,20.73
298,120,8,2,303.0
299,121,32,3,188.24
300,121,53,3,184.19
301,122,23,1,415.56
302,122,79,2,439.97
303,123,75,1,271.99
304,123,30,2,142.6
305,123,82,2,47.4
306,123,59,2,193.9
307,124,37,3,126.18
308,124,70,1,256.3
309,124,10,2,352.16
310,124,45,3,438.8
311,125,89,2,378.86
312,125,59,2,193.9
313,125,26,2,39.43
314,125,62,1,341.74
315,126,74,2,190.09
316,126,90,2,104.57
317,126,3,3,74.07
318,127,78,3,60.37
319,128,100,1,453.18
320,128,78,2,60.37
321,128,29,3,433.91
322,129,81,1,439.61
323,129,81,3,439.61
324,130,5,3,48.03
325,130,47,3,200.84
326,130,17,1,55.59
327,130,38,2,192.83
328,131,17,3,55.59
329,131,47,3,200.84
330,132,33,2,336.74
331,132,38,3,192.83
332,133,60,1,266.91
333,134,87,3,436.85
334,134,87,2,436.85
335,135,12,2,142.7
336,135,2,2,141.14
337,135,69,1,486.08
338,136,75,2,271.99
339,136,82,2,47.4
340,136,14,3,350.58
341,137,79,1,439.97
342,137,83,1,408.93
343,137,82,2,47.4
344,138,15,1,142.55
345,138,6,1,20.73
346,138,39,2,345.64
347,138,15,1,142.55
348,139,50,2,282.88
349,139,48,3,232.13
350,140,76,3,459.65
351,140,94,1,64.9
352,140,54,3,257.22
353,140,13,2,380.61
354,141,5,3,48.03
355,141,48,1,232.13
356,141,57,2,397.08
357,142,13,3,380.61
358,142,48,3,232.13
359,142,83,2,408.93
360,143,16,2,478.82
361,143,12,3,142.7
362,144,7,2,113.23
363,145,9,3,103.42
364,145,27,3,117.81
365,146,43,1,137.53
366,146,77,1,165.46
367,147,17,3,55.59
368,147,33,1,336.74
369,148,17,1,55.59
370,149,76,2,459.65
371,149,3,1,74.07
372,150,68,1,438.55
373,150,96,1,296.21
374,150,61,2,431.09
375,150,100,2,453.18
376,151,65,1,173.39
377,151,79,1,439.97
378,151,94,3,64.9
379,151,67,2,6.61
380,152,8,2,303.0
381,153,63,3,342.45
382,154,42,3,403.5
383,155,80,3,123.53
384,155,75,3,271.99
385,155,92,2,326.69
386,156,59,3,193.9
387,156,78,2,60.37
388,156,13,3,380.61
389,157,56,2,80.66
390,157,30,2,142.6
391,158,54,3,257.22
392,158,13,2,380.61
393,158,55,2,379.11
394,158,86,2,86.74
395,159,9,1,103.42
396,159,11,1,114.12
397,159,56,1,80.66
398,159,96,3,296.21
399,160,76,3,459.65
400,161,53,2,184.19
401,162,93,1,450.31
402,162,37,3,126.18
403,162,40,2,343.88
404,162,14,3,350.58
405,163,29,1,433.91
406,163,45,3,438.8
407,163,48,1,232.13
408,163,98,2,40.14
409,164,72,3,421.63
410,164,79,3,439.97
411,164,83,3,408.93
412,164,4,3,339.97
413,165,4,1,339.97
414,165,35,3,40.34
415,165,98,2,40.14
416,166,24,1,443.3
417,167,19,3,303.84
418,168,96,3,296.21
419,169,44,1,457.0
420,169,48,2,232.13
421,169,93,2,450.31
422,169,100,3,453.18
423,170,20,1,366.22
424,171,35,2,40.34
425,172,54,2,257.22
426,172,28,3,492.68
427,172,15,2,142.55
428,172,56,1,80.66
429,173,68,3,438.55
430,173,40,1,343.88
431,173,29,2,433.91
432,173,77,1,165.46
433,174,99,1,34.14
434,174,98,2,40.14
435,175,64,3,376.68
436,176,69,3,486.08
437,176,30,3,142.6
438,176,72,3,421.63
439,176,46,1,110.25
440,177,56,1,80.66
441,178,74,2,190.09
442,178,74,2,190.09
443,178,91,3,202.5
444,179,3,2,74.07
445,179,22,3,44.01
446,179,59,3,193.9
447,179,47,1,200.84
448,180,56,3,80.66
449,180,52,3,449.42
450,181,96,2,296.21
451,181,29,2,433.91
452,181,100,1,453.18
453,182,68,3,438.55
454,183,45,3,438.8
455,183,83,1,408.93
456,183,31,1,417.88
457,184,78,1,60.37
458,184,98,3,40.14
459,185,60,3,266.91
460,185,98,3,40.14
461,185,58,3,300.22
462,185,73,3,306.44
463,186,81,2,439.61
464,186,20,2,366.22
465,186,9,2,103.42
466,187,76,1,459.65
467,187,46,3,110.25
468,187,10,2,352.16
469,188,48,2,232.13
470,189,79,3,439.97
471,190,58,3,300.22
472,191,65,1,173.39
473,191,8,2,303.0
474,191,14,2,350.58
475,191,92,1,326.69
476,192,32,3,188.24
477,193,47,2,200.84
478,193,37,2,126.18
479,194,81,3,439.61
480,195,72,3,421.63
481,196,43,1,137.53
482,196,75,3,271.99
483,197,84,3,384.09
484,197,85,2,331.58
485,197,17,3,55.59
486,198,72,2,421.63
487,198,83,2,408.93
488,198,17,3,55.59
489,199,83,3,408.93
490,200,47,2,200.84
491,201,99,2,34.14
492,201,25,1,290.79
493,201,18,1,52.87
494,202,65,3,173.39
495,203,85,2,331.58
496,204,77,2,165.46
497,204,20,1,366.22
498,205,93,2,450.31
499,205,6,2,20.73
500,206,57,3,397.08
501,206,37,3,126.18
502,207,40,2,343.88
503,207,25,2,290.79
504,208,60,2,266.91
505,208,100,2,453.18
506,208,65,3,173.39
507,208,54,1,257.22
508,209,33,1,336.74
509,209,83,2,408.93
510,210,92,3,326.69
511,211,98,1,40.14
512,212,56,1,80.66
513,212,29,2,433.91
514,213,54,1,257.22
515,214,50,1,282.88
516,214,48,1,232.13
517,215,92,3,326.69
518,216,5,2,48.03
519,216,61,3,431.09
520,217,58,3,300.22
521,217,1,1,60.11
522,217,3,2,74.07
523,217,28,1,492.68
524,218,15,2,142.55
525,218,31,2,417.88
526,218,16,1,478.82
527,218,31,2,417.88
528,219,9,1,103.42
529,219,64,3,376.68
530,219,69,1,486.08
531,219,81,3,439.61
532,220,38,2,192.83
533,220,1,3,60.11
534,221,24,3,443.3
535,221,86,1,86.74
536,221,68,2,438.55
537,221,9,3,103.42
538,222,50,2,282.88
539,223,33,3,336.74
540,223,3,2,74.07
541,223,9,2,103.42
542,224,99,3,34.14
543,225,6,2,20.73
544,225,70,2,256.3
545,226,90,2,104.57
546,226,81,1,439.61
547,226,18,1,52.87
548,226,92,2,326.69
549,227,26,1,39.43
550,228,70,2,256.3
551,228,33,1,336.74
552,228,97,3,296.28
553,228,25,2,290.79
554,229,84,2,384.09
555,230,56,2,80.66
556,230,96,2,296.21
557,230,50,2,282.88
558,231,48,3,232.13
559,231,35,1,40.34
560,231,94,2,64.9
561,231,11,2,114.12
562,232,70,2,256.3
563,232,42,1,403.5
564,233,40,2,343.88
565,233,78,3,60.37
566,233,55,1,379.11
567,234,6,3,20.73
568,234,46,3,110.25
569,234,56,2,80.66
570,234,82,1,47.4
571,235,47,3,200.84
572,235,96,3,296.21
573,235,21,1,66.79
574,235,19,3,303.84
575,236,17,1,55.59
576,237,47,2,200.84
577,237,73,1,306.44
578,237,78,1,60.37
579,238,48,2,232.13
580,238,98,1,40.14
581,238,74,1,190.09
582,239,84,2,384.09
583,239,32,1,188.24
584,239,4,3,339.97
585,240,72,1,421.63
586,240,34,2,468.64
587,240,91,2,202.5
588,240,28,3,492.68
589,241,26,1,39.43
590,241,18,1,52.87
591,241,58,1,300.22
592,241,92,2,326.69
593,242,86,2,86.74
594,242,91,1,202.5
595,242,71,3,435.91
596,243,92,3,326.69
597,243,90,3,104.57
598,244,16,1,478.82
599,244,18,1,52.87
600,245,71,3,435.91
601,245,48,2,232.13
602,245,71,1,435.91
603,246,40,2,343.88
604,247,99,2,34.14
605,247,74,1,190.09
606,247,17,2,55.59
607,247,83,1,408.93
608,248,17,3,55.59
609,248,82,3,47.4
610,248,24,1,443.3
611,249,16,3,478.82
612,250,42,3,403.5
613,250,29,2,433.91
614,251,11,2,114.12
615,251,26,3,39.43
616,251,71,2,435.91
617,252,65,3,173.39
618,253,22,3,44.01
619,253,80,3,123.53
620,254,4,1,339.97
621,255,84,1,384.09
622,255,99,3,34.14
623,255,54,3,257.22
624,256,83,2,408.93
625,256,62,1,341.74
626,256,88,2,482.36
627,257,21,2,66.79
628,258,44,3,457.0
629,258,19,2,303.84
630,259,52,1,449.42
631,259,98,2,40.14
632,259,66,3,220.21
633,260,16,2,478.82
634,260,58,1,300.22
635,260,19,1,303.84
636,260,7,2,113.23
637,261,32,1,188.24
638,261,42,3,403.5
639,261,93,2,450.31
640,261,25,1,290.79
641,262,64,2,376.68
642,262,64,1,376.68
643,262,12,2,142.7
644,262,65,2,173.39
645,263,7,1,113.23
646,263,37,2,126.18
647,263,77,3,165.46
648,264,14,2,350.58
649,265,98,2,40.14
650,265,47,1,200.84
651,265,52,1,449.42
652,266,71,2,435.91
653,266,10,2,352.16
654,266,65,2,173.39
655,267,17,1,55.59
656,268,72,2,421.63
657,268,97,1,296.28
658,268,26,3,39.43
659,269,6,1,20.73
660,270,67,2,6.61
661,270,20,3,366.22
662,270,66,1,220.21
663,270,42,3,403.5
664,271,76,2,459.65
665,271,65,3,173.39
666,271,69,2,486.08
667,272,3,2,74.07
668,272,43,3,137.53
669,272,15,2,142.55
670,272,75,2,271.99
671,273,77,2,165.46
672,274,93,1,450.31
673,274,75,2,271.99
674,275,19,3,303.84
675,275,32,1,188.24
676,275,74,3,190.09
677,275,15,1,142.55
678,276,20,2,366.22
679,276,89,1,378.86
680,276,53,3,184.19
681,276,100,3,453.18
682,277,91,1,202.5
683,278,85,2,331.58
684,278,68,2,438.55
685,278,41,1,118.38
686,279,70,2,256.3
687,279,87,3,436.85
688,279,88,3,482.36
689,280,25,1,290.79
690,280,36,3,89.71
691,280,39,1,345.64
692,280,39,2,345.64
693,281,41,2,118.38
694,281,45,3,438.8
695,281,93,2,450.31
696,281,37,1,126.18
697,282,51,2,374.77
698,282,99,1,34.14
699,282,38,1,192.83
700,282,37,3,126.18
701,283,84,2,384.09
702,283,96,2,296.21
703,283,28,1,492.68
704,283,69,2,486.08
705,284,18,1,52.87
706,284,79,3,439.97
707,284,76,1,459.65
708,285,82,1,47.4
709,285,7,1,113.23
710,286,13,3,380.61
711,286,99,1,34.14
712,286,1,3,60.11
713,286,21,2,66.79
714,287,62,3,341.74
715,287,26,2,39.43
716,287,42,2,403.5
717,287,83,1,408.93
718,288,69,3,486.08
719,288,93,1,450.31
720,289,23,1,415.56
721,289,51,2,374.77
722,289,24,3,443.3
723,289,38,1,192.83
724,290,43,2,137.53
725,291,18,3,52.87
726,291,60,2,266.91
727,291,25,1,290.79
728,291,43,1,137.53
729,292,92,1,326.69
730,292,2,3,141.14
731,292,44,2,457.0
732,293,23,3,415.56
733,293,82,2,47.4
734,294,12,2,142.7
735,294,86,1,86.74
736,294,24,1,443.3
737,295,1,2,60.11
738,295,50,1,282.88
739,296,39,3,345.64
740,296,93,3,450.31
741,296,2,2,141.14
742,297,8,3,303.0
743,297,16,2,478.82
744,298,89,1,378.86
745,298,82,2,47.4
746,298,48,3,232.13
747,299,62,1,341.74
748,299,59,3,193.9
749,300,97,3,296.28
750,300,86,1,86.74
751,300,98,1,40.14
752,300,88,3,482.36
753,301,68,3,438.55
754,301,47,1,200.84
755,301,73,1,306.44
756,301,8,3,303.0
757,302,22,2,44.01
758,302,67,2,6.61
759,303,12,3,142.7
760,303,58,1,300.22
761,303,59,1,193.9
762,303,66,2,220.21
763,304,87,2,436.85
764,304,93,1,450.31
765,304,51,2,374.77
766,304,1,3,60.11
767,305,55,2,379.11
768,306,9,2,103.42
769,307,99,1,34.14
770,307,99,3,34.14
771,308,48,2,232.13
772,308,58,2,300.22
773,308,49,1,74.12
774,308,88,3,482.36
775,309,16,1,478.82
776,309,69,2,486.08
777,309,68,1,438.55
778,310,97,1,296.28
779,311,69,2,486.08
780,311,30,1,142.6
781,311,59,2,193.9
782,311,20,2,366.22
783,312,5,3,48.03
784,313,31,1,417.88
785,314,58,3,300.22
786,315,32,3,188.24
787,316,70,1,256.3
788,316,97,1,296.28
789,317,30,3,142.6
790,317,74,2,190.09
791,317,74,3,190.09
792,318,31,2,417.88
793,318,19,3,303.84
794,318,67,1,6.61
795,319,72,3,421.63
796,320,81,3,439.61
797,320,55,3,379.11
798,321,83,3,408.93
799,321,49,3,74.12
800,321,41,3,118.38
801,322,49,1,74.12
802,322,97,3,296.28
803,322,61,1,431.09
804,323,60,1,266.91
805,323,72,2,421.63
806,324,50,1,282.88
807,324,33,1,336.74
808,325,48,1,232.13
809,325,69,3,486.08
810,325,25,1,290.79
811,325,35,2,40.34
812,326,10,1,352.16
813,327,62,1,341.74
814,327,43,2,137.53
815,328,25,3,290.79
816,328,16,3,478.82
817,329,90,3,104.57
818,329,91,1,202.5
819,330,100,2,453.18
820,330,49,2,74.12
821,330,69,3,486.08
822,331,66,2,220.21
823,331,60,1,266.91
824,331,93,2,450.31
825,332,48,2,232.13
826,332,53,1,184.19
827,333,3,2,74.07
828,333,71,3,435.91
829,334,20,1,366.22
830,334,43,1,137.53
831,334,49,3,74.12
832,335,33,2,336.74
833,335,93,3,450.31
834,335,95,2,36.69
835,336,22,1,44.01
836,336,93,3,450.31
837,336,63,1,342.45
838,337,68,1,438.55
839,338,98,1,40.14
840,339,9,3,103.42
841,339,20,1,366.22
842,340,8,3,303.0
843,340,82,3,47.4
844,340,79,2,439.97
845,341,69,3,486.08
846,342,69,2,486.08
847,342,3,3,74.07
848,342,90,3,104.57
849,343,14,1,350.58
850,343,68,1,438.55
851,344,46,2,110.25
852,344,51,1,374.77
853,344,48,2,232.13
854,345,39,3,345.64
855,345,11,3,114.12
856,346,12,2,142.7
857,347,8,3,303.0
858,347,2,3,141.14
859,347,22,1,44.01
860,347,64,2,376.68
861,348,68,1,438.55
862,349,35,1,40.34
863,349,10,3,352.16
864,349,36,3,89.71
865,349,73,3,306.44
866,350,3,1,74.07
867,350,76,1,459.65
868,350,97,3,296.28
869,351,39,1,345.64
870,352,87,3,436.85
871,352,43,2,137.53
872,352,97,3,296.28
873,352,18,3,52.87
874,353,7,1,113.23
875,353,56,1,80.66
876,353,10,2,352.16
877,354,100,2,453.18
878,354,4,3,339.97
879,354,35,2,40.34
880,354,63,1,342.45
881,355,56,1,80.66
882,355,88,3,482.36
883,355,85,2,331.58
884,355,11,3,114.12
885,356,11,2,114.12
886,357,95,2,36.69
887,357,41,2,118.38
888,358,57,2,397.08
889,358,98,2,40.14
890,358,14,1,350.58
891,359,72,3,421.63
892,359,66,2,220.21
893,359,14,1,350.58
894,359,12,2,142.7
895,360,50,1,282.88
896,360,38,2,192.83
897,360,50,1,282.88
898,361,74,3,190.09
899,361,22,3,44.01
900,362,39,2,345.64
901,362,64,1,376.68
902,362,9,1,103.42
903,363,62,1,341.74
904,363,47,2,200.84
905,363,32,3,188.24
906,364,59,1,193.9
907,364,18,2,52.87
908,365,80,2,123.53
909,365,43,2,137.53
910,365,43,2,137.53
911,366,39,2,345.64
912,366,78,3,60.37
913,367,51,2,374.77
914,367,38,3,192.83
915,368,42,2,403.5
916,368,36,2,89.71
917,369,76,3,459.65
918,369,24,3,443.3
919,370,91,1,202.5
920,370,57,2,397.08
921,370,89,1,378.86
922,370,53,3,184.19
923,371,31,2,417.88
924,371,85,1,331.58
925,371,92,2,326.69
926,372,77,2,165.46
927,372,75,2,271.99
928,372,69,3,486.08
929,372,89,2,378.86
930,373,90,3,104.57
931,373,77,3,165.46
932,373,11,1,114.12
933,374,22,3,44.01
934,374,79,1,439.97
935,374,73,3,306.44
936,375,56,1,80.66
937,375,2,1,141.14
938,375,34,1,468.64
939,376,58,2,300.22
940,376,51,2,374.77
941,377,45,1,438.8
942,377,62,1,341.74
943,378,15,3,142.55
944,379,59,1,193.9
945,379,67,2,6.61
946,379,45,2,438.8
947,380,41,1,118.38
948,380,39,1,345.64
949,380,91,1,202.5
950,380,3,2,74.07
951,381,95,1,36.69
952,381,67,1,6.61
953,382,60,1,266.91
954,382,52,3,449.42
955,382,24,1,443.3
956,382,82,3,47.4
957,383,58,3,300.22
958,383,55,2,379.11
959,384,36,3,89.71
960,384,9,3,103.42
961,385,47,2,200.84
962,385,26,2,39.43
963,386,68,3,438.55
964,386,41,3,118.38
965,386,50,3,282.88
966,386,51,3,374.77
967,387,80,1,123.53
968,387,87,3,436.85
969,387,39,3,345.64
970,387,76,1,459.65
971,388,31,2,417.88
972,389,66,2,220.21
973,389,54,3,257.22
974,390,24,2,443.3
975,390,82,3,47.4
976,390,89,3,378.86
977,390,23,3,415.56
978,391,24,2,443.3
979,391,58,3,300.22
980,392,63,1,342.45
981,393,53,3,184.19
982,393,63,2,342.45
983,393,91,2,202.5
984,393,63,1,342.45
985,394,38,1,192.83
986,394,36,1,89.71
987,395,73,3,306.44
988,395,99,2,34.14
989,395,71,3,435.91
990,395,15,3,142.55
991,396,70,1,256.3
992,396,98,3,40.14
993,396,57,3,397.08
994,397,95,3,36.69
995,398,58,2,300.22
996,399,57,1,397.08
997,400,95,3,36.69
998,400,89,2,378.86
999,401,22,3,44.01
1000,401,18,1,52.87
1001,401,27,1,117.81
1002,401,73,2,306.44
1003,402,42,3,403.5
1004,402,38,2,192.83
1005,403,18,2,52.87
1006,404,84,1,384.09
1007,404,90,1,104.57
1008,404,32,1,188.24
1009,405,98,3,40.14
1010,405,51,2,374.77
1011,406,81,2,439.61
1012,406,49,2,74.12
1013,406,10,3,352.16
1014,407,52,3,449.42
1015,408,59,2,193.9
1016,408,42,3,403.5
1017,408,1,3,60.11
1018,409,82,3,47.4
1019,409,90,2,104.57
1020,409,9,3,103.42
1021,409,51,1,374.77
1022,410,64,2,376.68
1023,410,42,2,403.5
1024,411,73,2,306.44
1025,411,44,3,457.0
1026,412,81,2,439.61
1027,413,57,2,397.08
1028,413,1,2,60.11
1029,414,84,2,384.09
1030,414,21,2,66.79
1031,415,11,2,114.12
1032,415,86,3,86.74
1033,415,22,1,44.01
1034,416,55,3,379.11
1035,416,12,3,142.7
1036,417,10,1,352.16
1037,417,76,1,459.65
1038,417,67,3,6.61
1039,417,57,1,397.08
1040,418,55,3,379.11
1041,419,50,1,282.88
1042,419,94,1,64.9
1043,420,18,2,52.87
1044,420,100,1,453.18
1045,420,83,3,408.93
1046,421,79,3,439.97
1047,422,81,3,439.61
1048,422,20,2,366.22
1049,423,12,1,142.7
1050,423,18,1,52.87
1051,424,55,2,379.11
1052,424,18,1,52.87
1053,424,36,3,89.71
1054,425,100,3,453.18
1055,425,4,3,339.97
1056,425,39,1,345.64
1057,426,96,2,296.21
1058,426,38,3,192.83
1059,427,64,2,376.68
1060,427,15,1,142.55
1061,428,68,1,438.55
1062,429,50,3,282.88
1063,429,54,2,257.22
1064,430,99,1,34.14
1065,430,3,3,74.07
1066,430,9,1,103.42
1067,430,34,1,468.64
1068,431,65,2,173.39
1069,431,81,3,439.61
1070,431,65,2,173.39
1071,431,55,3,379.11
1072,432,36,1,89.71
1073,432,40,1,343.88
1074,433,69,2,486.08
1075,433,51,3,374.77
1076,434,40,3,343.88
1077,435,8,1,303.0
1078,435,12,2,142.7
1079,436,40,3,343.88
1080,437,16,1,478.82
1081,437,91,1,202.5
1082,438,45,3,438.8
1083,438,67,3,6.61
1084,438,34,1,468.64
1085,438,48,1,232.13
1086,439,94,1,64.9
1087,439,99,1,34.14
1088,439,43,2,137.53
1089,440,92,3,326.69
1090,440,81,1,439.61
1091,440,64,2,376.68
1092,441,73,1,306.44
1093,441,48,1,232.13
1094,441,33,1,336.74
1095,441,74,3,190.09
1096,442,6,1,20.73
1097,443,50,1,282.88
1098,443,23,1,415.56
1099,443,71,3,435.91
1100,444,42,1,403.5
1101,444,54,3,257.22
1102,445,74,2,190.09
1103,446,23,1,415.56
1104,447,52,1,449.42
1105,448,100,2,453.18
1106,448,42,1,403.5
1107,448,71,2,435.91
1108,449,73,2,306.44
1109,449,95,3,36.69
1110,449,32,2,188.24
1111,450,99,1,34.14
1112,450,94,3,64.9
1113,450,98,1,40.14
1114,450,20,1,366.22
1115,451,70,2,256.3
1116,451,82,3,47.4
1117,452,1,3,60.11
1118,452,49,3,74.12
1119,452,94,2,64.9
1120,453,54,2,257.22
1121,453,8,1,303.0
1122,454,30,3,142.6
1123,455,59,3,193.9
1124,455,11,3,114.12
1125,455,13,3,380.61
1126,456,10,3,352.16
1127,456,73,1,306.44
1128,456,56,3,80.66
1129,456,17,1,55.59
1130,457,51,3,374.77
1131,457,95,2,36.69
1132,457,41,2,118.38
1133,458,18,3,52.87
1134,458,14,1,350.58
1135,459,41,2,118.38
1136,459,16,3,478.82
1137,459,46,1,110.25
1138,459,58,2,300.22
1139,460,12,1,142.7
1140,461,28,2,492.68
1141,462,46,2,110.25
1142,462,66,1,220.21
1143,463,4,2,339.97
1144,463,58,3,300.22
1145,464,60,1,266.91
1146,465,2,1,141.14
1147,466,17,1,55.59
1148,466,52,2,449.42
1149,467,75,3,271.99
1150,468,3,1,74.07
